0,1,2
1.0688983889490549,-0.029396787139544595,0.25
-1.5225716851157083,-0.7133223715142233,0.25
0.6408039855612024,-0.06734919856902034,0.7618543550501858
1.028153698519903,-0.10793869631646258,-0.25
1.8046739971110548,1.0,0.24728547953257535
0.7378911201119065,-0.6048589304524932,-0.25
-1.4367299024174707,0.06918693546871835,0.25
1.4123366950081584,1.0,0.022439346544978755
-0.6408634680090493,-0.24366776528804568,-0.25
1.6233998130041964,-1.0,-0.00839166094393351
-2.248093218374745,0.7276277883017234,0.25
1.4914580691507116,-0.8564688865786148,0.25
-0.418285247233662,-0.8042855244702689,-0.25
-2.4191539986898976,1.0,0.1915633116898739
-1.158759112824353,-0.3278873216583912,0.25
-1.7028832840489139,-0.3295405612095381,-0.25
-2.242274540781329,0.12092218370886165,0.25
0.27439440028985285,0.6150467312392353,0.7355796473085306
0.6977387283595728,-0.4120599758623491,-0.25
-0.31840983355585273,-1.0,-0.23871304158737566
2.5,0.9147211110465072,0.24701236604346388
-1.152476400005367,0.9083114801257648,-0.25
-0.8694797525213609,1.0,-0.1895803092181635
0.3860176410034182,-0.8731122331586307,-0.25
-1.8469876080649303,1.0,0.22173321170599197
-0.1543926368688997,0.9680436358691059,0.25
0.46342185082643184,1.0,0.21530756824747815
-1.6208164890031278,-0.7097765797614515,-0.25
1.0110888660565143,1.0,-0.0956872599501859
-1.8177814011899418,0.19099240328549616,-0.25
-0.28760708282541503,0.8754681599823674,0.3797357263293585
-1.8050394129943317,-0.06011350704474827,0.25
0.5986108428190566,-0.7947648053439561,0.25
-1.6416787510970985,-0.9169637897160622,0.25
-0.47714910828218526,0.8456605477229407,0.25
-1.334590230207731,-0.17585319977755853,0.25
-1.5440318944569236,-0.18701327819410718,0.25
0.9591270253685309,-0.6427322362961791,-0.25
0.5620313023461259,-0.24590592105954961,0.787011709240059
2.5,-0.4458022742581791,0.03089869568643472
-2.054131478835915,-0.1264443896861318,0.25
2.5,-0.6239541973989895,0.0123422639909756
-2.05896811132741,-0.5938832491598287,0.25
0.5991757712642887,0.25670613254034924,-0.25
1.8046111270924583,-0.11720653728441108,0.25
1.3371703379493953,-0.2945811519556758,0.25
-0.2278529717589897,-0.8546553679866946,0.46087411022255426
0.7240983363352355,-0.6487268150019327,0.25
-2.4699051301825556,-0.2891309745523445,0.25
-0.45022836188402415,-0.18924422243200123,-0.25
-1.8438649440578936,0.5651187351067963,0.25
-0.5981665292844278,0.9725546004857253,-0.25
-1.632538438687181,-1.0,0.035832977993347115
0.9221811928266601,-1.0,-0.06535486424342557
-0.20085519574991995,0.7309783697299435,0.6466577490227444
2.059701407573135,-0.436631355760967,0.25
-0.7419770315344807,-0.817181163889408,0.25
1.7487166782348964,-0.46702784859416185,0.25
-2.2938709293187483,-0.47369368354329255,-0.25
1.6471524804983206,0.5591417326552774,-0.25
-2.5,-0.15757482723546157,-0.21141866750867838
1.940422623413924,-0.751751108659799,-0.25
0.845150004583814,-0.008378084889440396,0.5328205846635743
1.8240882146729576,0.5947191844011754,-0.25
-0.15625982677867123,-0.17735293298416455,-0.25
-2.066864049758589,0.678548324177201,-0.25
-1.7901123501952454,1.0,-0.06036607953810297
-0.9934990622385325,-1.0,0.06139789804389473
0.28221882978141855,0.25285066492879277,0.9235445902610568
-1.1307771410143441,0.3047039260372315,-0.25
1.639183057730987,0.6969737418464423,0.25
1.8271805934381602,0.5044165490996854,0.25
2.5,0.4352578424533202,-0.13333907008080415
-0.03417789000907323,0.25898747173588,-0.25
1.6327547783176388,0.877534657009184,0.25
-0.8825564967953721,-0.7989102531585566,-0.25
1.8508662506916047,-0.5023728402094461,-0.25
1.5447981494429355,-0.7024393083581182,-0.25
-0.44855902556744787,0.20553363195993216,0.8667721417487118
0.05223177238793886,-0.9843302005878096,-0.25
-1.6166485567004705,0.48582619553688944,0.25
2.01745472533575,0.4220347577879886,-0.25
-2.5,-0.766248433846781,-0.03747100306675866
1.1149453546096655,1.0,0.18569084654913187
-2.007818683930178,0.19311451450072736,0.25
2.2047630720597136,1.0,0.08510900644420155
0.006041067641641307,-0.14577417621766817,0.9854182870242726
1.8002989663937026,1.0,0.027663300663670065
0.23065677545898036,0.867956366316056,0.4352399254632793
1.8664770319964457,0.22395445471644823,0.25
1.2013223551491552,0.4557459780851889,0.25
1.4587297657861815,0.735827938179813,-0.25
